collection,slug,title,country,region,city,address,lat,lon,listing_url,query
farms,milmore-downs,Milmore Downs,New Zealand,Canterbury,Scargill Valley,"Panets Road, Scargill Valley, Canterbury",,,/farms/milmore-downs/,"Panets Road, Scargill Valley, Canterbury, Scargill Valley, Canterbury, New Zealand"
farms,streamside-organics,Streamside Organics,New Zealand,Canterbury,Southbridge,"1112 Leeston Road, Southbridge 7683",,,/farms/streamside-organics/,"1112 Leeston Road, Southbridge 7683, Southbridge, Canterbury, New Zealand"
farms,ashley-river-organics,Ashley River Organics,New Zealand,Canterbury,Loburn,"35 Fletchers Road, Loburn, Rangiora 7472",,,/farms/ashley-river-organics/,"35 Fletchers Road, Loburn, Rangiora 7472, Loburn, Canterbury, New Zealand"
farms,waipuna-pastures,Waipuna Pastures,New Zealand,Canterbury,Geraldine,,-44.094,171.243,/farms/waipuna-pastures/,"Waipuna Pastures, Geraldine, Canterbury, New Zealand"
farms,bella-olea,Bella Olea,New Zealand,Wellington,Greytown,Tauherenikau / outskirts of Greytown,,,/farms/bella-olea/,"Tauherenikau / outskirts of Greytown, Greytown, Wellington, New Zealand"
farms,early-bird-organics,Early Bird Organics,NZ,Hawke's Bay,Wairoa,,,,/farms/early-bird-organics/,"Early Bird Organics, Wairoa, Hawke's Bay, NZ"
farms,durham-farms,Durham Farms,NZ,Northland,Waipu,,,,/farms/durham-farms/,"Durham Farms, Waipu, Northland, NZ"
farms,kaitake-farm,Kaitake Farm,New Zealand,Taranaki,New Plymouth,"22 Kaitake Road, RD4, New Plymouth 4374",,,/farms/kaitake-farm/,"22 Kaitake Road, RD4, New Plymouth 4374, New Plymouth, Taranaki, New Zealand"
farms,three-oaks-organic-farm,Three Oaks Organic Farm,New Zealand,Manawatū-Whanganui,Kairanga,"141 Aranui Road, RD5, Kairanga, Palmerston North",,,/farms/three-oaks-organic-farm/,"141 Aranui Road, RD5, Kairanga, Palmerston North, Kairanga, Manawatū-Whanganui, New Zealand"
farms,hamlin-road-farm,Hamlin Road Farm,New Zealand,Auckland,Ardmore,"140 Hamlin Road, Ardmore, Papakura 2582, Auckland",,,/farms/hamlin-road-farm/,"140 Hamlin Road, Ardmore, Papakura 2582, Auckland, Ardmore, Auckland, New Zealand"
farms,forest-maker-honey,Forest Maker Honey,NZ,Wellington,Wellington,,,,/farms/forest-maker-honey/,"Forest Maker Honey, Wellington, Wellington, NZ"
farms,four-corners-organics,Four Corners Organics,New Zealand,Wellington,Masterton,"Masterton, Wairarapa",,,/farms/four-corners-organics/,"Masterton, Wairarapa, Masterton, Wellington, New Zealand"
farms,karaka-farm-kaikoura,Karaka Farm,New Zealand,Canterbury,Kaikōura Flats,,,,/farms/karaka-farm-kaikoura/,"Karaka Farm, Kaikōura Flats, Canterbury, New Zealand"
farms,wind-river-organics,Wind River Organics,New Zealand,Manawatū-Whanganui,Palmerston North,"973 Fitzherbert Road East, RD1, Palmerston North",,,/farms/wind-river-organics/,"973 Fitzherbert Road East, RD1, Palmerston North, Palmerston North, Manawatū-Whanganui, New Zealand"
farms,zany-zeus,Zany Zeus,NZ,Wellington,Lower Hutt,"129 Randwick Road, Moera, Lower Hutt, Wellington 5010, New Zealand",,,/farms/zany-zeus/,"129 Randwick Road, Moera, Lower Hutt, Wellington 5010, New Zealand, Lower Hutt, Wellington, NZ"
farms,the-organic-farm,The Organic Farm,NZ,Hawke's Bay,Hastings,"300 Eastbourne Street West, Hastings 4122, New Zealand",,,/farms/the-organic-farm/,"300 Eastbourne Street West, Hastings 4122, New Zealand, Hastings, Hawke's Bay, NZ"
farms,kapiti-free-range-eggs,Kapiti Free Range Eggs,New Zealand,Wellington,Kapiti Coast,,-40.9047357,174.9861365,/farms/kapiti-free-range-eggs/,"Kapiti Free Range Eggs, Kapiti Coast, Wellington, New Zealand"
farms,awarua-organics,AwaRua Organics,NZ,Southland,Invercargill,,,,/farms/awarua-organics/,"AwaRua Organics, Invercargill, Southland, NZ"
farms,t-gasper,T Gasper,New Zealand,Wellington,Masterton,"Masterton, Wairarapa",,,/farms/t-gasper/,"Masterton, Wairarapa, Masterton, Wellington, New Zealand"
farms,honeylicious,Honeylicious,NZ,Hawke's Bay,Hastings,,,,/farms/honeylicious/,"Honeylicious, Hastings, Hawke's Bay, NZ"
farms,coro-fresh-goodness-growers,Coro Fresh (Goodness Growers),New Zealand,Waikato,Coroglen,,,,/farms/coro-fresh-goodness-growers/,"Coro Fresh (Goodness Growers), Coroglen, Waikato, New Zealand"
farms,earthbound-honey,Earthbound Honey,New Zealand,Northland,Whangārei,,,,/farms/earthbound-honey/,"Earthbound Honey, Whangārei, Northland, New Zealand"
farms,coraltree-organic-products,CoralTree Organic Products,NZ,Hawke's Bay,Hastings,,,,/farms/coraltree-organic-products/,"CoralTree Organic Products, Hastings, Hawke's Bay, NZ"
farms,jersey-girl-organics,Jersey Girl Organics,NZ,Waikato,Matamata,"74 Hinuera Road, RD 2, Matamata, 3472, New Zealand",,,/farms/jersey-girl-organics/,"74 Hinuera Road, RD 2, Matamata, 3472, New Zealand, Matamata, Waikato, NZ"
farms,kennedy-point-vineyard,Kennedy Point Vineyard,New Zealand,Auckland,Waiheke Island,"44 Donald Bruce Road, Waiheke Island",,,/farms/kennedy-point-vineyard/,"44 Donald Bruce Road, Waiheke Island, Waiheke Island, Auckland, New Zealand"
farms,the-ata-farm,The Āta Farm,New Zealand,Auckland,Waiheke Island,,,,/farms/the-ata-farm/,"The Āta Farm, Waiheke Island, Auckland, New Zealand"
farms,bayleaf-organics-haumoana,Bayleaf Organics,New Zealand,Hawke's Bay,Haumoana,"20 Palomino Road, RD 10, Haumoana, 4180, New Zealand",,,/farms/bayleaf-organics-haumoana/,"20 Palomino Road, RD 10, Haumoana, 4180, New Zealand, Haumoana, Hawke's Bay, New Zealand"
farms,untamed-earth,Untamed Earth,New Zealand,Canterbury,Christchurch,"Christchurch, Canterbury (farm location not publicly listed)",,,/farms/untamed-earth/,"Christchurch, Canterbury (farm location not publicly listed), Christchurch, Canterbury, New Zealand"
farms,te-manaia-organics,Te Manaia Organics,New Zealand,Wellington,Masterton,Outskirts of Masterton (alluvial lands),,,/farms/te-manaia-organics/,"Outskirts of Masterton (alluvial lands), Masterton, Wellington, New Zealand"
markets,grey-lynn-farmers-market,Grey Lynn Farmers Market,NZ,Auckland,Auckland,510 Richmond Road (Grey Lynn Community Centre),,-36.8564,/markets/grey-lynn-farmers-market/,"510 Richmond Road (Grey Lynn Community Centre), Auckland, Auckland, NZ"
markets,southern-farmers-market-invercargill,Southern Farmers Market (Invercargill),NZ,Southland,Invercargill,"South City Mall carpark, 249 Elles Rd",,-46.4171,/markets/southern-farmers-market-invercargill/,"South City Mall carpark, 249 Elles Rd, Invercargill, Southland, NZ"
markets,bangalow-farmers-market,Bangalow Farmers Market,AU,New South Wales,Bangalow,"Bangalow Hotel, 1 Byron St",,,/markets/bangalow-farmers-market/,"Bangalow Hotel, 1 Byron St, Bangalow, New South Wales, AU"
markets,bay-of-islands-farmers-market-kerikeri,Bay of Islands Farmers Market – Kerikeri,NZ,Northland,Kerikeri,"Kerikeri Domain, Hobson Ave",,-35.2268,/markets/bay-of-islands-farmers-market-kerikeri/,"Kerikeri Domain, Hobson Ave, Kerikeri, Northland, NZ"
markets,market-slug,Market name,Country name,Region or state,City or town,,,,/markets/market-slug/,"Market name, City or town, Region or state, Country name"
markets,te-awamutu-produce-market,Te Awamutu Produce Market,NZ,Waikato,Waipa,"Selwyn Park, Gorst Avenue",,-38.0065,/markets/te-awamutu-produce-market/,"Selwyn Park, Gorst Avenue, Waipa, Waikato, NZ"
markets,amberley-farmers-market,Amberley Farmers Market,NZ,Canterbury,Hurunui,122 Carters Road (Amberley Domain),,-43.1567,/markets/amberley-farmers-market/,"122 Carters Road (Amberley Domain), Hurunui, Canterbury, NZ"
markets,old-packhouse-market,The Old Packhouse Market,New Zealand,Northland,Kerikeri,,,,/markets/old-packhouse-market/,"The Old Packhouse Market, Kerikeri, Northland, New Zealand"
markets,veg-out-st-kilda-farmers-market,Veg Out St Kilda Farmers' Market,AU,Victoria,Melbourne,Chaucer Street (Peanut Farm Reserve),,,/markets/veg-out-st-kilda-farmers-market/,"Chaucer Street (Peanut Farm Reserve), Melbourne, Victoria, AU"
markets,hamilton-farmers-market,Hamilton Farmers Market,NZ,Waikato,Hamilton,"Te Rapa Racecourse, Ken Browne Dr",,-37.7435,/markets/hamilton-farmers-market/,"Te Rapa Racecourse, Ken Browne Dr, Hamilton, Waikato, NZ"
markets,northland-farmers-market-whangarei,Northland Farmers Market,NZ,Northland,Whangārei,Rust Ave,,,/markets/northland-farmers-market-whangarei/,"Rust Ave, Whangārei, Northland, NZ"
markets,gisborne-farmers-market,Gisborne Farmers Market,NZ,Gisborne,Gisborne,"Railway Station, Grey Street",,-38.6639,/markets/gisborne-farmers-market/,"Railway Station, Grey Street, Gisborne, Gisborne, NZ"
markets,harbour-harvest-market,Harbour Harvest Market,New Zealand,Wellington,Te Aro,,-41.292,174.778,/markets/harbour-harvest-market/,"Harbour Harvest Market, Te Aro, Wellington, New Zealand"
markets,rotorua-farmers-market,Rotorua Farmers Market,NZ,Bay of Plenty,Rotorua,"Te Manawa, 1170 Amohau Street",,,/markets/rotorua-farmers-market/,"Te Manawa, 1170 Amohau Street, Rotorua, Bay of Plenty, NZ"
markets,jan-powers-farmers-market-mitchelton,Jan Powers Farmers Market (Mitchelton),AU,Queensland,Brisbane,Blackwood St (Mitchelton Marketplace),,,/markets/jan-powers-farmers-market-mitchelton/,"Blackwood St (Mitchelton Marketplace), Brisbane, Queensland, AU"
markets,oamaru-organics,Oamaru Organics,New Zealand,Otago,Oamaru,"469 Alma-Maheno Road, Alma, Oamaru 9492",,,/markets/oamaru-organics/,"469 Alma-Maheno Road, Alma, Oamaru 9492, Oamaru, Otago, New Zealand"
markets,remarkables-market-queenstown,Remarkables Market,NZ,Otago,Queenstown,Remarkables Park,,,/markets/remarkables-market-queenstown/,"Remarkables Park, Queenstown, Otago, NZ"
