collection,slug,title,country,region,city,address,lat,lon,listing_url,notes
stores,commonsense-wellington-city,Commonsense Wellington City,NZ,Wellington,Wellington,147 Tory Street,,-41.2959,/stores/commonsense-wellington-city/,Coordinates missing — address can be used for lookup
stores,complete-wellness,ComplEat Wellness,New Zealand,Southland,Invercargill,"24 Windsor Street, Invercargill 9810",,,/stores/complete-wellness/,Coordinates missing — address can be used for lookup
stores,cornucopia-organics-hastings,Cornucopia Organics Hastings,NZ,Hawke's Bay,Hastings,221E Heretaunga Street East,,-39.6403,/stores/cornucopia-organics-hastings/,Coordinates missing — address can be used for lookup
stores,eithne-health-organics,Eithne Health & Organics,New Zealand,West Coast,Hokitika,"21 Revell Street, Hokitika, West Coast",,,/stores/eithne-health-organics/,Coordinates missing — address can be used for lookup
stores,farro-fresh-commercial-bay,Farro Fresh Commercial Bay,NZ,Auckland,Auckland,7 Queen Street (Commercial Bay),,,/stores/farro-fresh-commercial-bay/,Coordinates missing — address can be used for lookup
stores,farro-fresh-epsom,Farro Fresh Epsom,NZ,Auckland,Auckland,446 Manukau Road,,-36.8889,/stores/farro-fresh-epsom/,Coordinates missing — address can be used for lookup
stores,farro-fresh-grey-lynn,Farro Fresh Grey Lynn,NZ,Auckland,Auckland,34 Westmoreland Street West,,-36.857,/stores/farro-fresh-grey-lynn/,Coordinates missing — address can be used for lookup
stores,farro-fresh-mt-eden,Farro Fresh Mt Eden,NZ,Auckland,Auckland,422 Dominion Road,,-36.8841,/stores/farro-fresh-mt-eden/,Coordinates missing — address can be used for lookup
stores,farro-fresh-mt-wellington,Farro Fresh Mt Wellington,NZ,Auckland,Auckland,80 Lunn Avenue,,-36.8993,/stores/farro-fresh-mt-wellington/,Coordinates missing — address can be used for lookup
stores,farro-fresh-orakei,Farro Fresh Orakei,NZ,Auckland,Auckland,"228 Orakei Road, Orakei Bay Village",,-36.8541,/stores/farro-fresh-orakei/,Coordinates missing — address can be used for lookup
stores,feinermans-general-store,Feinerman’s General Store,New Zealand,Otago,Roxburgh,"109 Scotland Street, Roxburgh",,,/stores/feinermans-general-store/,Coordinates missing — address can be used for lookup
stores,food-forest-organics,Food Forest Organics,New Zealand,Wellington,Greytown,"101 Main Street, Greytown 5712",,,/stores/food-forest-organics/,Coordinates missing — address can be used for lookup
stores,freshchoice-nelson-city,FreshChoice Nelson City,New Zealand,Tasman,Nelson,"69 Collingwood Street, Nelson City, Tasman 7010, New Zealand",,,/stores/freshchoice-nelson-city/,Coordinates missing — address can be used for lookup
stores,friends-of-the-earth-food-co-op,Friends Of The Earth Food Co Op,AU,Victoria,Melbourne,312 Smith Street,,,/stores/friends-of-the-earth-food-co-op/,Coordinates missing — address can be used for lookup
stores,golden-bay-organics,Golden Bay Organics,New Zealand,Tasman,Takaka,"47 Commercial Street, Takaka, Tasman",,,/stores/golden-bay-organics/,Coordinates missing — address can be used for lookup
stores,goodfor-christchurch,GoodFor (Christchurch),New Zealand,Canterbury,Christchurch,"135 Colombo Street, Beckenham, Christchurch 8023",,,/stores/goodfor-christchurch/,Coordinates missing — address can be used for lookup
stores,goodfor-grey-lynn,GoodFor Grey Lynn,New Zealand,Auckland,Grey Lynn,"274A Richmond Road, Grey Lynn, Auckland",,,/stores/goodfor-grey-lynn/,Coordinates missing — address can be used for lookup
stores,goodfor-kumeu,GoodFor Kumeū,New Zealand,Auckland,Kumeu,"49 Main Road, Kumeū, Auckland",,,/stores/goodfor-kumeu/,Coordinates missing — address can be used for lookup
stores,goodfor-takapuna,GoodFor Takapuna,New Zealand,Auckland,Takapuna,"360 Lake Road, Takapuna, Auckland",,,/stores/goodfor-takapuna/,Coordinates missing — address can be used for lookup
stores,green-grocer-palmerston-north,Green Grocer Palmerston North,NZ,Manawatū-Whanganui,Palmerston North,239 Broadway Avenue,,,/stores/green-grocer-palmerston-north/,Coordinates missing — address can be used for lookup
stores,greenspace-organic-shop,Greenspace Organic Shop,New Zealand,Auckland,Ostend,"20 Tahi Road, Ostend, Waiheke Island",,,/stores/greenspace-organic-shop/,Coordinates missing — address can be used for lookup
stores,harbour-co-op-lyttelton,Harbour Co Op Lyttelton,NZ,Canterbury,Christchurch,12 London Street,,-43.6021,/stores/harbour-co-op-lyttelton/,Coordinates missing — address can be used for lookup
stores,harris-farm-clayfield,Harris Farm Clayfield,AU,Queensland,Brisbane,823 Sandgate Rd,,,/stores/harris-farm-clayfield/,Coordinates missing — address can be used for lookup
stores,harris-farm-isle-of-capri,Harris Farm Isle Of Capri,AU,Queensland,Gold Coast,15-21 Via Roma,,,/stores/harris-farm-isle-of-capri/,Coordinates missing — address can be used for lookup
stores,harris-farm-west-end,Harris Farm West End,AU,Queensland,Brisbane,"West Village, 111 Boundary St",,,/stores/harris-farm-west-end/,Coordinates missing — address can be used for lookup
stores,herbal-dispensary-raglan,Herbal Dispensary Raglan,NZ,Waikato,Raglan,6 Wallis Street,,,/stores/herbal-dispensary-raglan/,Coordinates missing — address can be used for lookup
stores,ie-produce-takapuna,Ie Produce Takapuna,NZ,Auckland,Auckland,1 Barrys Point Road,,-36.787,/stores/ie-produce-takapuna/,Coordinates missing — address can be used for lookup
stores,iga-byron-bay,Iga Byron Bay,AU,New South Wales,Byron Bay,Bayshore Drive,,,/stores/iga-byron-bay/,Coordinates missing — address can be used for lookup
stores,iga-mullumbimby,Iga Mullumbimby,AU,New South Wales,Mullumbimby,62 Burringbar Street,,,/stores/iga-mullumbimby/,Coordinates missing — address can be used for lookup
stores,interfood-grocery,InterFood Grocery,New Zealand,West Coast,Westport,"278 Palmerston Street, Westport 7825",,,/stores/interfood-grocery/,Coordinates missing — address can be used for lookup
stores,liberty-market,Liberty Market,New Zealand,Canterbury,Christchurch,"493 Moorhouse Avenue, Christchurch Central City, Christchurch 8011",,,/stores/liberty-market/,Coordinates missing — address can be used for lookup
stores,lily-and-lotus,Lily and Lotus,New Zealand,Auckland,Ostend,"24 Belgium Street, Ostend, Waiheke Island",,,/stores/lily-and-lotus/,Coordinates missing — address can be used for lookup
stores,live2give-organics,Live2Give Organics,New Zealand,Manawatū-Whanganui,Palmerston North,"15 Cyprus Place, Fitzherbert, Palmerston North, New Zealand",,,/stores/live2give-organics/,Coordinates missing — address can be used for lookup
stores,mapari-meats,Mapari Meats,New Zealand,Auckland,Mount Wellington,"Shop 13, 101 Lunn Avenue, Mount Wellington, Auckland 1072",,,/stores/mapari-meats/,Coordinates missing — address can be used for lookup
stores,mrs-woollys-general-store-glenorchy,Mrs Woollys General Store Glenorchy,NZ,Otago,Glenorchy,24 Oban Street,,,/stores/mrs-woollys-general-store-glenorchy/,Coordinates missing — address can be used for lookup
stores,naturally-organic-invercargill,Naturally Organic Invercargill,NZ,Southland,Invercargill,33 Esk Street,,,/stores/naturally-organic-invercargill/,Coordinates missing — address can be used for lookup
stores,new-world-durham-street,New World Durham Street,New Zealand,Canterbury,Christchurch,"175 Durham Street South, Christchurch 8011",,,/stores/new-world-durham-street/,Coordinates missing — address can be used for lookup
stores,new-world-st-martins,New World St Martins,New Zealand,Canterbury,Christchurch,"92 Wilsons Road, St Martins, Christchurch 8023",,,/stores/new-world-st-martins/,Coordinates missing — address can be used for lookup
stores,nourish-lane-mudgeeraba,Nourish Lane Mudgeeraba,AU,Queensland,Gold Coast,"Shop 5, Mudgeeraba Market Shopping Centre, 3 Swan Lane",,,/stores/nourish-lane-mudgeeraba/,Coordinates missing — address can be used for lookup
stores,nourish-lane-nerang,Nourish Lane Nerang,AU,Queensland,Gold Coast,"Shop 16, Nerang Mall, 7-27 Cayuga Street",,,/stores/nourish-lane-nerang/,Coordinates missing — address can be used for lookup
stores,ooooby-online-organic-boxes,Ooooby Online Organic Boxes,NZ,Canterbury,Christchurch,N/A (HQ: 5 Waterman Place),,,/stores/ooooby-online-organic-boxes/,Coordinates missing — address can be used for lookup
stores,organic-buzz,Organic Buzz,New Zealand,Manawatū-Whanganui,Palmerston North,"Shop 1, 337 Broadway Avenue, Palmerston North",,,/stores/organic-buzz/,Coordinates missing — address can be used for lookup
stores,organically-grown-malvern,Organically Grown Malvern,AU,Victoria,Melbourne,196 Glenferrie Road,,,/stores/organically-grown-malvern/,Coordinates missing — address can be used for lookup
stores,organics-out-west,Organics Out West,New Zealand,Auckland,Glen Eden,"39 Glenmall Place, Glen Eden, Auckland",,,/stores/organics-out-west/,Coordinates missing — address can be used for lookup
stores,passionfoods-organic-south-melbourne,Passionfoods Organic South Melbourne,AU,Victoria,Melbourne,219 Ferrars Street,,,/stores/passionfoods-organic-south-melbourne/,Coordinates missing — address can be used for lookup
stores,pembroke-wines-and-spirits-wanaka,Pembroke Wines And Spirits Wanaka,NZ,Otago,Wānaka,24 Dungarvon Street,,,/stores/pembroke-wines-and-spirits-wanaka/,Coordinates missing — address can be used for lookup
stores,piko-wholefoods-chch,Piko Wholefoods Chch,NZ,Canterbury,Christchurch,229 Kilmore Street,,-43.529,/stores/piko-wholefoods-chch/,Coordinates missing — address can be used for lookup
stores,replenish-for-health-williamstown,Replenish For Health Williamstown,AU,Victoria,Melbourne,34 Douglas Parade,,,/stores/replenish-for-health-williamstown/,Coordinates missing — address can be used for lookup
stores,riverton-organic-food-co-op,Riverton Organic Food Co-op,New Zealand,Southland,Riverton,"154 Palmerston Street, Riverton",,,/stores/riverton-organic-food-co-op/,Coordinates missing — address can be used for lookup
stores,sage-bulk-wholefoods-eltham,Sage Bulk Wholefoods Eltham,AU,Victoria,Melbourne,972 Main Road,,,/stores/sage-bulk-wholefoods-eltham/,Coordinates missing — address can be used for lookup
stores,sage-bulk-wholefoods-ivanhoe,Sage Bulk Wholefoods Ivanhoe,AU,Victoria,Melbourne,206 Upper Heidelberg Road,,,/stores/sage-bulk-wholefoods-ivanhoe/,Coordinates missing — address can be used for lookup
stores,santos-organics-byron-arts-industrial,Santos Organics Byron Arts Industrial,AU,New South Wales,Byron Bay,3/7 Brigantine St,,,/stores/santos-organics-byron-arts-industrial/,Coordinates missing — address can be used for lookup
stores,santos-organics-byron-bay-shop,Santos Organics Byron Bay Shop,AU,New South Wales,Byron Bay,105 Jonson St,,,/stores/santos-organics-byron-bay-shop/,Coordinates missing — address can be used for lookup
stores,santos-organics-mullumbimby,Santos Organics Mullumbimby,AU,New South Wales,Mullumbimby,51-53 Burringbar St,,,/stores/santos-organics-mullumbimby/,Coordinates missing — address can be used for lookup
stores,she-universe-malthouse-chocolaterie,She Universe Malthouse Chocolaterie,New Zealand,Canterbury,Christchurch,"The Malthouse Cottage, 69 Colombo Street, Beckenham, Christchurch",,,/stores/she-universe-malthouse-chocolaterie/,Coordinates missing — address can be used for lookup
stores,she-universe-riverside-chocolaterie,She Universe Riverside Chocolaterie,New Zealand,Canterbury,Christchurch,"Riverside Market Lane, 84 Cashel Street, Christchurch Central",,,/stores/she-universe-riverside-chocolaterie/,Coordinates missing — address can be used for lookup
stores,soul-food-organic,Soul Food Organic,New Zealand,Otago,Queenstown,"The Market, 19 Grant Road, Frankton, Queenstown",,,/stores/soul-food-organic/,Coordinates missing — address can be used for lookup
stores,source-bulk-foods-queenstown,Source Bulk Foods Queenstown,NZ,Otago,Queenstown,19 Grant Road,,,/stores/source-bulk-foods-queenstown/,Coordinates missing — address can be used for lookup
stores,taste-nature-dunedin,Taste Nature Dunedin,NZ,Otago,Dunedin,"131 High Street, Dunedin 9016",,,/stores/taste-nature-dunedin/,Coordinates missing — address can be used for lookup
stores,terra-madre-brunswick,Terra Madre Brunswick,AU,Victoria,Melbourne,775–781 Sydney Road,,,/stores/terra-madre-brunswick/,Coordinates missing — address can be used for lookup
stores,terra-madre-northcote,Terra Madre Northcote,AU,Victoria,Melbourne,103 High Street,,,/stores/terra-madre-northcote/,Coordinates missing — address can be used for lookup
stores,thames-organic-shop,Thames Organic Shop,NZ,Waikato,Thames,736 Pollen Street,,,/stores/thames-organic-shop/,Coordinates missing — address can be used for lookup
stores,the-foodland-organic-store,The Foodland Organic Store,New Zealand,Canterbury,Christchurch,"501 Moorhouse Avenue, Waltham, Christchurch 8011, New Zealand",,,/stores/the-foodland-organic-store/,Coordinates missing — address can be used for lookup
stores,the-gap-local-organic-co-op,The Gap Local Organic Co Op,AU,Queensland,Brisbane,15 High Street,,,/stores/the-gap-local-organic-co-op/,Coordinates missing — address can be used for lookup
stores,the-island-grocer,The Island Grocer,New Zealand,Auckland,Oneroa,"110 Ocean View Road, Oneroa, Waiheke Island",,,/stores/the-island-grocer/,Coordinates missing — address can be used for lookup
stores,the-source-bulk-foods-balaclava,The Source Bulk Foods Balaclava,AU,Victoria,Melbourne,171 Carlisle Street,,,/stores/the-source-bulk-foods-balaclava/,Coordinates missing — address can be used for lookup
stores,the-source-bulk-foods-byron-bay,The Source Bulk Foods Byron Bay,AU,New South Wales,Byron Bay,"Shop 1, 107 Jonson St",,,/stores/the-source-bulk-foods-byron-bay/,Coordinates missing — address can be used for lookup
stores,the-source-bulk-foods-southport,The Source Bulk Foods Southport,AU,Queensland,Gold Coast,"Shop T7 Ferry Road Market (Brickworks Centre), 107 Ferry Road",,,/stores/the-source-bulk-foods-southport/,Coordinates missing — address can be used for lookup
stores,the-wholefood-pantry-palm-beach,The Wholefood Pantry Palm Beach,AU,Queensland,Gold Coast,"19th Ave Shopping Centre, 155 19th Ave",,,/stores/the-wholefood-pantry-palm-beach/,Coordinates missing — address can be used for lookup
stores,tmp-organics-brendale,Tmp Organics Brendale,AU,Queensland,Brendale,18 Bult Drive,,,/stores/tmp-organics-brendale/,Coordinates missing — address can be used for lookup
stores,toad-hall-motueka,Toad Hall,New Zealand,Tasman,Motueka,"502 High Street, Motueka, Tasman",,,/stores/toad-hall-motueka/,Coordinates missing — address can be used for lookup
stores,untamed-earth-farm-shop,Untamed Earth Farm Shop,New Zealand,Canterbury,Christchurch,"140 Colombo Street, Beckenham, Christchurch 8023",,,/stores/untamed-earth-farm-shop/,Coordinates missing — address can be used for lookup
stores,we-love-food-co-op,We Love Food Co Op,AU,Queensland,Brisbane,Wells Place,,,/stores/we-love-food-co-op/,Coordinates missing — address can be used for lookup
stores,wee-shop-organics,The Wee Shop Organics,New Zealand,Tasman,Ruby Bay,"155 Stafford Drive, Ruby Bay, Mapua 7005",,,/stores/wee-shop-organics/,Coordinates missing — address can be used for lookup
stores,well-hung-artisan-butchery,Well Hung Artisan Butchery,New Zealand,Auckland,Milford,"210 Kitchener Road, Milford, Auckland 0620",,,/stores/well-hung-artisan-butchery/,Coordinates missing — address can be used for lookup
stores,westland-whole-foods,Westland Whole Foods,New Zealand,West Coast,Greymouth,"35 Guinness Street, Greymouth 7805",,,/stores/westland-whole-foods/,Coordinates missing — address can be used for lookup
stores,westmere-butchery,Westmere Butchery,New Zealand,Auckland,Westmere,"131 Westend Road, Westmere, Auckland",,,/stores/westmere-butchery/,Coordinates missing — address can be used for lookup
stores,whanganui-organic-food-co-op,Whanganui Organic Food Co Op,NZ,Manawatū-Whanganui,Whanganui,99 Guyton Street,,,/stores/whanganui-organic-food-co-op/,Coordinates missing — address can be used for lookup
stores,wholefood-heaven-wanaka,Wholefood Heaven Wanaka,NZ,Otago,Wānaka,33 Reece Crescent,,,/stores/wholefood-heaven-wanaka/,Coordinates missing — address can be used for lookup
stores,zany-zeus-lower-hutt,Zany Zeus Lower Hutt,NZ,Wellington,Lower Hutt,103-109 Gracefield Rd,,,/stores/zany-zeus-lower-hutt/,Coordinates missing — address can be used for lookup
restaurants,akito-eatery,Akito Eatery,New Zealand,Auckland,Oneroa,"153 Ocean View Road, Oneroa, Waiheke Island 1081",,,/restaurants/akito-eatery/,Coordinates missing — address can be used for lookup
restaurants,alpine-grind-methven,Alpine Grind (Methven),New Zealand,Canterbury,Methven,"121 Main Street, Methven 7730",,,/restaurants/alpine-grind-methven/,Coordinates missing — address can be used for lookup
restaurants,arcadia-restaurant-waiheke,Arcadia Restaurant,New Zealand,Auckland,Palm Beach,"39 Palm Road, Palm Beach, Waiheke Island",,,/restaurants/arcadia-restaurant-waiheke/,Coordinates missing — address can be used for lookup
restaurants,black-estate-waipara,Black Estate (Waipara),New Zealand,Canterbury,Waipara,"614 Omihi Road, SH1, Waipara Valley 7483",,,/restaurants/black-estate-waipara/,Coordinates missing — address can be used for lookup
restaurants,bostock-organic-kitchen-queenstown,Bostock Organic Kitchen Queenstown,New Zealand,Otago,Queenstown,"5 Church Lane, Queenstown",,,/restaurants/bostock-organic-kitchen-queenstown/,Coordinates missing — address can be used for lookup
restaurants,bskt-cafe,BSKT Cafe,Australia,Queensland,Gold Coast,4 Lavarack Rd,,,/restaurants/bskt-cafe/,Coordinates missing — address can be used for lookup
restaurants,byron-fresh-cafe,Byron Fresh Cafe,Australia,New South Wales,Byron Bay,7 Jonson St,,,/restaurants/byron-fresh-cafe/,Coordinates missing — address can be used for lookup
restaurants,cassette-kensington,Cassette,Australia,Victoria,Melbourne,399 Macaulay Road,,,/restaurants/cassette-kensington/,Coordinates missing — address can be used for lookup
restaurants,cellar-door-christchurch,Cellar Door (Christchurch),New Zealand,Canterbury,Christchurch,"Arts Centre of Christchurch, 1 Hereford Street, Christchurch 8013",,,/restaurants/cellar-door-christchurch/,Coordinates missing — address can be used for lookup
restaurants,cheek-cafe,Cheek Cafe,Australia,Queensland,Gold Coast,412/1 Como Crescent,,,/restaurants/cheek-cafe/,Coordinates missing — address can be used for lookup
restaurants,clarence-kitchen-collective,Clarence Kitchen Collective,Australia,New South Wales,Grafton,50 Skinner St,,,/restaurants/clarence-kitchen-collective/,Coordinates missing — address can be used for lookup
restaurants,coffee-and-kitchen-ballina,Coffee & Kitchen,Australia,New South Wales,Ballina,75-77 River St,,,/restaurants/coffee-and-kitchen-ballina/,Coordinates missing — address can be used for lookup
restaurants,combi-elwood,Combi,Australia,Victoria,Melbourne,138-140 Ormond Road,,,/restaurants/combi-elwood/,Coordinates missing — address can be used for lookup
restaurants,commune-cafe-burleigh,Commune Cafe,Australia,Queensland,Gold Coast,1844 Gold Coast Hwy,,,/restaurants/commune-cafe-burleigh/,Coordinates missing — address can be used for lookup
restaurants,farm-and-co,Farm & Co,Australia,New South Wales,Tweed Heads,529 Cudgen Rd,,,/restaurants/farm-and-co/,Coordinates missing — address can be used for lookup
restaurants,freemans-organic-farm,Freeman's Organic Farm,Australia,Queensland,Gold Coast,618 Tomewin Mountain Road,,,/restaurants/freemans-organic-farm/,Coordinates missing — address can be used for lookup
restaurants,fridas-field,Frida's Field,Australia,New South Wales,Byron Bay,76 Booyong Rd,,,/restaurants/fridas-field/,Coordinates missing — address can be used for lookup
restaurants,friends-of-the-earth-cafe,Friends of the Earth Food Co-op & Cafe,Australia,Victoria,Melbourne,312 Smith Street,,,/restaurants/friends-of-the-earth-cafe/,Coordinates missing — address can be used for lookup
restaurants,gatherings-christchurch,Gatherings,New Zealand,Canterbury,Christchurch,Unit 5 / 2 Papanui Road,,,/restaurants/gatherings-christchurch/,Coordinates missing — address can be used for lookup
restaurants,greystone-wines-waipara,Greystone Cellar Door & Restaurant,New Zealand,Canterbury,Waipara,"376 Omihi Road, Waipara 7483",,,/restaurants/greystone-wines-waipara/,Coordinates missing — address can be used for lookup
restaurants,ilex-cafe-botanic-gardens,Ilex Cafe Botanic Gardens,New Zealand,Canterbury,Christchurch,"Christchurch Botanic Gardens, Christchurch 8013",,,/restaurants/ilex-cafe-botanic-gardens/,Coordinates missing — address can be used for lookup
restaurants,jam-organic-cafe-takapuna,Jam Organic Cafe,New Zealand,Auckland,Takapuna,"33–45 Hurstmere Road, Takapuna, Auckland",,,/restaurants/jam-organic-cafe-takapuna/,Coordinates missing — address can be used for lookup
restaurants,little-bird-kitchen-auckland,Little Bird Kitchen,New Zealand,Auckland,Ponsonby,"1A Summer Street, Rear Tenancy, Ponsonby, Auckland",,,/restaurants/little-bird-kitchen-auckland/,Coordinates missing — address can be used for lookup
restaurants,little-poms,Little Poms,New Zealand,Canterbury,Christchurch,"294 Kilmore Street, Christchurch 8011, New Zealand",,,/restaurants/little-poms/,Coordinates missing — address can be used for lookup
restaurants,mesa-verde,Mesa Verde,Australia,Victoria,Melbourne,"Level 6, Curtin House, 252 Swanston Street",,,/restaurants/mesa-verde/,Coordinates missing — address can be used for lookup
restaurants,minori-pantry,Minori Pantry,Australia,New South Wales,Kyogle,82 Summerland Way,,,/restaurants/minori-pantry/,Coordinates missing — address can be used for lookup
restaurants,mudbrick-vineyard-and-restaurant,Mudbrick Vineyard & Restaurant,New Zealand,Auckland,Oneroa,"126 Church Bay Road, Oneroa, Waiheke Island",,,/restaurants/mudbrick-vineyard-and-restaurant/,Coordinates missing — address can be used for lookup
restaurants,o-my-restaurant,O.MY Restaurant,Australia,Victoria,Melbourne,70 Princes Highway,,,/restaurants/o-my-restaurant/,Coordinates missing — address can be used for lookup
restaurants,ode-conscious-dining,Ode Conscious Dining,New Zealand,Otago,Wānaka,"First Floor, 33 Ardmore Street, Wānaka",,,/restaurants/ode-conscious-dining/,Coordinates missing — address can be used for lookup
restaurants,pomeroys-old-brewery-inn,Pomeroy's Old Brewery Inn,New Zealand,Canterbury,Christchurch,"292 Kilmore Street, Christchurch 8011, New Zealand",,,/restaurants/pomeroys-old-brewery-inn/,Coordinates missing — address can be used for lookup
restaurants,putia-pure-food-kitchen,Putia Pure Food Kitchen,Australia,Queensland,Brisbane,17 Royal Parade,,,/restaurants/putia-pure-food-kitchen/,Coordinates missing — address can be used for lookup
restaurants,rudys-real-food,Rudy's Real Food,Australia,Queensland,Gold Coast,2932 Gold Coast Hwy,,,/restaurants/rudys-real-food/,Coordinates missing — address can be used for lookup
restaurants,seedling-cafe,Seedling Cafe,Australia,Victoria,Melbourne,275 Flinders Lane,,,/restaurants/seedling-cafe/,Coordinates missing — address can be used for lookup
restaurants,sippy-tom,Sippy Tom,Australia,Queensland,Brisbane,"Winchcombe Carson Woolstores, 54 Vernon Terrace",,,/restaurants/sippy-tom/,Coordinates missing — address can be used for lookup
restaurants,stable-at-cornerstone,Stable at Cornerstone,Australia,Queensland,Gold Coast,570 Gold Coast Highway,,,/restaurants/stable-at-cornerstone/,Coordinates missing — address can be used for lookup
restaurants,street-organics-takapuna,Street Organics,New Zealand,Auckland,Takapuna,"1 Byron Avenue, Takapuna, Auckland 0622",,,/restaurants/street-organics-takapuna/,Coordinates missing — address can be used for lookup
restaurants,taste-nature-kitchen-dunedin,Taste Nature Kitchen,New Zealand,Otago,Dunedin,"131 High Street, Dunedin 9016",,,/restaurants/taste-nature-kitchen-dunedin/,Coordinates missing — address can be used for lookup
restaurants,ten-minutes-by-tractor,Ten Minutes by Tractor,Australia,Victoria,Mornington Peninsula,1333 Mornington-Flinders Road,,,/restaurants/ten-minutes-by-tractor/,Coordinates missing — address can be used for lookup
restaurants,three-blue-ducks-the-farm-byron-bay,Three Blue Ducks (The Farm Byron Bay),Australia,New South Wales,Byron Bay,11 Ewingsdale Road,,,/restaurants/three-blue-ducks-the-farm-byron-bay/,Coordinates missing — address can be used for lookup
restaurants,walk-dont-run,Walk Don't Run,Australia,Victoria,Melbourne,17 Morey Street,,,/restaurants/walk-dont-run/,Coordinates missing — address can be used for lookup
restaurants,wholefood-pantry-palm-beach,Wholefood Pantry Palm Beach,Australia,Queensland,Gold Coast,Shop 23 Nineteenth Avenue S/C,,,/restaurants/wholefood-pantry-palm-beach/,Coordinates missing — address can be used for lookup
restaurants,wild-about-wellbeing-farm,Wild About Wellbeing Farm,Australia,Victoria,Yarra Valley,38-40 Hunter Road,,,/restaurants/wild-about-wellbeing-farm/,Coordinates missing — address can be used for lookup
distributors,farmers-mill,Farmers Mill,New Zealand,Canterbury,Timaru,"25 Elginshire Street, Washdyke, Timaru 7910",,,/distributors/farmers-mill/,Coordinates missing — address can be used for lookup
distributors,first-light-farms,First Light Farms,New Zealand,Hawke's Bay,Havelock North,"Unit 2B, 15 Joll Road, Havelock North 4130",,,/distributors/first-light-farms/,Coordinates missing — address can be used for lookup
distributors,free-farmed-nz,Free Farmed New Zealand Pork,New Zealand,Waikato,Hamilton,"6128 Great South Road, Horotiu, Hamilton 3288",,,/distributors/free-farmed-nz/,Coordinates missing — address can be used for lookup
distributors,new-zealand-organic-meats,New Zealand Organic Meats,New Zealand,Otago,Tapanui,"869 Hukarere Station Road RD2, Tapanui 9587",,,/distributors/new-zealand-organic-meats/,Coordinates missing — address can be used for lookup
vendors,amaranto-food-truck,Amaranto Food Truck,New Zealand,Auckland,Auckland,"340 Point Chevalier Road, Point Chevalier, Auckland 1022",,,/vendors/amaranto-food-truck/,Coordinates missing — address can be used for lookup
vendors,betsy-coffee-truck,Betsy Coffee Truck,New Zealand,Wellington,Porirua,"1 Okowai Road, Aotea, Porirua 5024",,,/vendors/betsy-coffee-truck/,Coordinates missing — address can be used for lookup
vendors,bhanga-coffee-cart,Bhanga Coffee Cart,New Zealand,Bay of Plenty,Te Kaha,"Maraetai Schoolhouse Bay, Te Kaha 3199",,,/vendors/bhanga-coffee-cart/,Coordinates missing — address can be used for lookup
vendors,brotisserie,Brotisserie,New Zealand,Auckland,Remuera,"81 Greenlane East, Remuera, Auckland 1050",,,/vendors/brotisserie/,Coordinates missing — address can be used for lookup
vendors,coffee-la-la,Coffee La La,New Zealand,Waikato,Whitianga,"462 Kuaotunu Wharekaho Road RD 2, Whitianga 3592",,,/vendors/coffee-la-la/,Coordinates missing — address can be used for lookup
vendors,coffee-supreme,Coffee Supreme,New Zealand,Wellington,Wellington,"35 Hopper Street, Mount Cook, Wellington 6011",,,/vendors/coffee-supreme/,Coordinates missing — address can be used for lookup
vendors,curbside-coffee-and-bagels,Curbside Coffee & Bagels,New Zealand,Otago,Wānaka,"48 Brownston Street, Wānaka 9305",,,/vendors/curbside-coffee-and-bagels/,Coordinates missing — address can be used for lookup
vendors,dripping-bowl,Dripping Bowl,New Zealand,Otago,Wānaka,"82 Anderson Road, Wānaka 9305",,,/vendors/dripping-bowl/,Coordinates missing — address can be used for lookup
vendors,food-cartel,Food Cartel,New Zealand,Gisborne,Gisborne,"151 Grey Street, Gisborne 4010",,,/vendors/food-cartel/,Coordinates missing — address can be used for lookup
vendors,georgies-coffee-cart,Georgies Coffee Cart,New Zealand,Waikato,Ngāruawāhia,"14 Rangawhenua Street, Ngāruawāhia 3720",,,/vendors/georgies-coffee-cart/,Coordinates missing — address can be used for lookup
vendors,green-dinner-table,Green Dinner Table,NZ,Canterbury,Christchurch,"21 Coleridge Street, Sydenham, Christchurch 8023",,,/vendors/green-dinner-table/,Coordinates missing — address can be used for lookup
vendors,havana-coffee-works,Havana Coffee Works,NZ,Wellington,Wellington,163 Tory St,,,/vendors/havana-coffee-works/,Coordinates missing — address can be used for lookup
vendors,kokako-organic-coffee-roasters,Kokako Organic Coffee Roasters,New Zealand,Auckland,Mount Eden,"9 Charles Street, Mount Eden, Auckland",,,/vendors/kokako-organic-coffee-roasters/,Coordinates missing — address can be used for lookup
vendors,little-black-coffee-truck,Little Black Coffee Truck,New Zealand,Wellington,Porirua,"4 Mana Esplanade, Porirua 5026",,,/vendors/little-black-coffee-truck/,Coordinates missing — address can be used for lookup
vendors,magic-bean-coffee,Magic Bean Coffee,New Zealand,Auckland,Riverhead,"1261 Coatesville-Riverhead Highway, Riverhead, Auckland 0892",,,/vendors/magic-bean-coffee/,Coordinates missing — address can be used for lookup
vendors,mister-barista-coffee-van,Mister Barista Coffee Van,New Zealand,Auckland,Greenhithe,"1 Greenhithe Road, Greenhithe, Auckland 0632",,,/vendors/mister-barista-coffee-van/,Coordinates missing — address can be used for lookup
vendors,organic-corner-kerikeri,Organic Corner Kerikeri,NZ,Northland,Kerikeri,"Bay of Islands Farmers Market, 10 Hobson Ave",,,/vendors/organic-corner-kerikeri/,Coordinates missing — address can be used for lookup
